	id	drug_agent	pheno_eucast
1809	ERR11192527	CIP	R
1810	ERR11192529	CIP	R
1811	ERR11192530	CIP	S
1812	ERR11192532	CIP	S
1813	ERR11192533	CIP	R
1814	ERR11192535	CIP	S
1815	ERR11192536	CIP	R
1816	ERR11192538	CIP	R
1817	ERR11192551	CIP	S
1818	ERR11192555	CIP	S
1819	ERR11192560	CIP	S
1820	ERR11192564	CIP	R
1821	ERR11192568	CIP	R
1822	ERR11192572	CIP	R
1823	ERR11192576	CIP	S
1824	ERR11192580	CIP	S
1825	ERR11192584	CIP	R
1826	ERR11192589	CIP	R
1827	ERR11192592	CIP	S
1828	ERR11192596	CIP	R
1829	ERR11192601	CIP	R
1830	ERR11192605	CIP	R
1831	ERR11192610	CIP	R
1832	ERR11192614	CIP	S
1833	ERR11192617	CIP	R
1834	ERR11192622	CIP	S
1835	ERR11192626	CIP	R
1836	ERR11192631	CIP	R
1837	ERR11192635	CIP	S
1838	ERR11192639	CIP	R
1839	ERR11192643	CIP	R
1840	ERR11192650	CIP	R
1841	ERR11192679	CIP	R
1842	ERR11192683	CIP	R
1843	ERR11192686	CIP	S
1844	ERR11192690	CIP	S
1845	ERR11192693	CIP	R
1846	ERR11192697	CIP	S
1847	ERR11192701	CIP	R
1848	ERR11192705	CIP	R
1849	ERR11192709	CIP	S
1850	ERR11192713	CIP	S
1851	ERR11192718	CIP	S
1852	ERR11192722	CIP	R
1853	ERR11192726	CIP	R
1854	ERR11192729	CIP	R
1855	ERR11192733	CIP	R
1856	ERR11192743	CIP	S
1857	ERR11192747	CIP	S
1858	ERR11192752	CIP	S
1859	ERR11192756	CIP	S
1860	ERR11192760	CIP	R
1861	ERR11192764	CIP	S
1862	ERR11192768	CIP	R
1863	ERR11192773	CIP	S
1864	ERR11192777	CIP	R
1865	ERR11192781	CIP	R
1866	ERR11192785	CIP	S
1867	ERR11192789	CIP	S
1868	ERR11192794	CIP	S
1869	ERR11192797	CIP	R
1870	ERR11192801	CIP	R
1871	ERR11192805	CIP	S
1872	ERR11192808	CIP	R
1873	ERR11192813	CIP	R
1874	ERR11192816	CIP	R
1875	ERR11192820	CIP	S
1876	ERR11192824	CIP	S
1877	ERR11192827	CIP	S
1878	ERR11192829	CIP	R
1879	ERR11192833	CIP	S
1880	ERR11192836	CIP	R
1881	ERR11192840	CIP	S
1882	ERR11192860	CIP	S
1883	ERR11192867	CIP	S
1884	ERR11192871	CIP	S
1885	ERR11192875	CIP	R
1886	ERR11192908	CIP	S
1887	ERR11192915	CIP	R
1888	ERR11192960	CIP	S
1889	ERR11192967	CIP	R
1890	ERR11192974	CIP	R
1891	ERR11192984	CIP	S
1892	ERR11192991	CIP	R
1893	ERR11192998	CIP	R
1894	ERR11193003	CIP	R
1895	ERR11193009	CIP	S
1896	ERR11193016	CIP	R
1897	ERR11193022	CIP	R
1898	ERR11193026	CIP	S
1899	ERR11193031	CIP	S
1900	ERR11193036	CIP	S
1901	ERR11193043	CIP	R
1902	ERR11193049	CIP	S
1903	ERR11193055	CIP	R
1904	ERR11193095	CIP	S
1905	ERR11193100	CIP	R
1906	ERR11193106	CIP	S
1907	ERR11193111	CIP	S
1908	ERR11193130	CIP	R
1909	ERR11193138	CIP	R
1910	ERR11193145	CIP	R
1911	ERR11193208	CIP	S
1912	ERR11193213	CIP	R
1913	ERR11193218	CIP	R
1914	ERR11193225	CIP	S
1915	ERR11193233	CIP	R
1916	ERR11193239	CIP	R
1917	ERR11193257	CIP	R
1918	ERR11193263	CIP	R
1919	ERR11193272	CIP	R
1920	ERR11193278	CIP	R
1921	ERR11193299	CIP	S
1922	ERR11193979	CIP	R
1923	ERR11193987	CIP	S
1924	ERR11194002	CIP	R
1925	ERR11194022	CIP	R
1926	ERR11194046	CIP	R
1927	ERR11194065	CIP	R
1928	ERR11194081	CIP	R
1929	ERR11194097	CIP	R
1930	ERR11194123	CIP	S
1931	ERR11194124	CIP	S
1932	ERR11220232	CIP	R
1933	ERR11220233	CIP	S
1934	ERR1469560	CIP	R
1935	ERR1469561	CIP	S
1936	ERR1469562	CIP	R
1937	ERR1469563	CIP	R
1938	ERR1469564	CIP	R
1939	ERR1469565	CIP	R
1940	ERR1469566	CIP	S
1941	ERR1469567	CIP	S
1942	ERR1469568	CIP	S
1943	ERR1469569	CIP	R
1944	ERR1469570	CIP	R
1945	ERR1469571	CIP	R
1946	ERR1469572	CIP	R
1947	ERR1469573	CIP	S
1948	ERR1469574	CIP	S
1949	ERR1469575	CIP	R
1950	ERR1469576	CIP	R
1951	ERR1469577	CIP	R
1952	ERR1469578	CIP	S
1953	ERR1469579	CIP	S
1954	ERR1469580	CIP	R
1955	ERR1469581	CIP	S
1956	ERR1469582	CIP	R
1957	ERR1469583	CIP	S
1958	ERR1469584	CIP	S
1959	ERR1469585	CIP	S
1960	ERR1469586	CIP	S
1961	ERR1469587	CIP	R
1962	ERR1469588	CIP	R
1963	ERR1469589	CIP	R
1964	ERR1469590	CIP	R
1965	ERR1469591	CIP	R
1966	ERR1469592	CIP	R
1967	ERR1469593	CIP	S
1968	ERR1469594	CIP	S
1969	ERR1469595	CIP	R
1970	ERR1469596	CIP	S
1971	ERR1469635	CIP	R
1972	ERR1469641	CIP	S
1973	ERR1469643	CIP	S
1974	ERR1469644	CIP	S
1975	ERR1469645	CIP	S
1976	ERR1469646	CIP	S
1977	ERR1469653	CIP	R
1978	ERR1469654	CIP	R
1979	ERR1469655	CIP	R
1980	ERR1469656	CIP	S
1981	ERR1469663	CIP	R
1982	ERR1469664	CIP	R
1983	ERR1469665	CIP	R
1984	ERR1469666	CIP	S
1985	ERR1469667	CIP	S
1986	ERR1469668	CIP	S
1987	ERR1469669	CIP	R
1988	ERR1469670	CIP	S
1989	ERR1469671	CIP	R
1990	ERR1471119	CIP	S
1991	ERR1471120	CIP	S
1992	ERR1471121	CIP	S
1993	ERR1471122	CIP	R
1994	ERR1471123	CIP	R
1995	ERR1471124	CIP	R
1996	ERR1471125	CIP	S
1997	ERR1471126	CIP	R
1998	ERR1471127	CIP	S
1999	ERR1471128	CIP	R
2000	ERR1471129	CIP	R
2001	ERR1471146	CIP	S
2002	ERR1471147	CIP	S
2003	ERR1471148	CIP	S
2004	ERR1471149	CIP	R
2005	ERR1514691	CIP	S
2006	ERR1514719	CIP	S
2007	ERR1514723	CIP	S
2008	ERR1514745	CIP	S
2009	ERR1514746	CIP	S
2010	ERR1514747	CIP	S
2011	ERR1514748	CIP	R
2012	ERR1514749	CIP	S
2013	ERR1514750	CIP	S
2014	ERR1514751	CIP	R
2015	ERR1514752	CIP	R
2016	ERR1514753	CIP	R
2017	ERR1514754	CIP	R
2018	ERR1514755	CIP	R
2019	ERR1514756	CIP	R
2020	ERR1514757	CIP	S
2021	ERR1514758	CIP	S
2022	ERR1514759	CIP	R
2023	ERR1514760	CIP	S
2024	ERR1514761	CIP	R
2025	ERR1514762	CIP	S
2026	ERR1514763	CIP	R
2027	ERR1514764	CIP	S
2028	ERR1514765	CIP	S
2029	ERR1514766	CIP	S
2030	ERR1514767	CIP	R
2031	ERR1514768	CIP	R
2032	ERR1514769	CIP	S
2033	ERR1514770	CIP	S
2034	ERR1514771	CIP	S
2035	ERR1514772	CIP	R
2036	ERR1514773	CIP	R
2037	ERR1514774	CIP	S
2038	ERR1514775	CIP	S
2039	ERR1514776	CIP	R
2040	ERR1514777	CIP	S
2041	ERR1514778	CIP	S
2042	ERR1514779	CIP	R
2043	ERR1514780	CIP	R
2044	ERR1514781	CIP	R
2045	ERR1514782	CIP	S
2046	ERR1514783	CIP	R
2047	ERR1514784	CIP	R
2048	ERR1514785	CIP	R
2049	ERR1514786	CIP	S
2050	ERR1514787	CIP	S
2051	ERR1514788	CIP	R
2052	ERR1514789	CIP	S
2053	ERR1514790	CIP	S
2054	ERR1514791	CIP	S
2055	ERR1514792	CIP	S
2056	ERR1514793	CIP	S
2057	ERR1514794	CIP	R
2058	ERR1514795	CIP	R
2059	ERR1514796	CIP	R
2060	ERR1514797	CIP	R
2061	ERR1514798	CIP	R
2062	ERR1514799	CIP	R
2063	ERR1514800	CIP	R
2064	ERR1514801	CIP	R
2065	ERR1514802	CIP	R
2066	ERR1514803	CIP	R
2067	ERR1514804	CIP	R
2068	ERR1514805	CIP	R
2069	ERR1514806	CIP	R
2070	ERR1514807	CIP	R
2071	ERR1514808	CIP	R
2072	ERR1514809	CIP	S
2073	ERR1514810	CIP	R
2074	ERR1514811	CIP	R
2075	ERR1514812	CIP	R
2076	ERR1514813	CIP	R
2077	ERR1514814	CIP	R
2078	ERR1514815	CIP	R
2079	ERR1514816	CIP	R
2080	ERR1514817	CIP	S
2081	ERR1514818	CIP	R
2082	ERR1514819	CIP	R
2083	ERR1514820	CIP	R
2084	ERR1514821	CIP	R
2085	ERR1514822	CIP	R
2086	ERR1514823	CIP	R
2087	ERR1514824	CIP	R
2088	ERR1514825	CIP	R
2089	ERR1514826	CIP	S
2090	ERR1514827	CIP	S
2091	ERR1514828	CIP	S
2092	ERR1514829	CIP	S
2093	ERR1514830	CIP	R
2094	ERR1514831	CIP	R
2095	ERR1514832	CIP	S
2096	ERR1514833	CIP	R
2097	ERR1514834	CIP	S
2098	ERR1514835	CIP	R
2099	ERR1514836	CIP	R
2100	ERR1514837	CIP	R
2101	ERR1514838	CIP	S
2102	ERR1514843	CIP	S
2103	ERR1514844	CIP	S
2104	ERR1514845	CIP	S
2105	ERR1528126	CIP	R
2106	ERR1528149	CIP	S
2107	ERR1528150	CIP	R
2108	ERR1528151	CIP	S
2109	ERR1528152	CIP	S
2110	ERR1528153	CIP	R
2111	ERR1528154	CIP	S
2112	ERR1528155	CIP	R
2113	ERR1528156	CIP	R
2114	ERR1528157	CIP	S
2115	ERR1528158	CIP	R
2116	ERR1528159	CIP	R
2117	ERR1528160	CIP	R
2118	ERR1528161	CIP	R
2119	ERR1528162	CIP	S
2120	ERR1528163	CIP	R
2121	ERR1528164	CIP	S
2122	ERR1528165	CIP	S
2123	ERR1528166	CIP	S
2124	ERR1528167	CIP	S
2125	ERR1528168	CIP	R
2126	ERR1528169	CIP	R
2127	ERR1528170	CIP	S
2128	ERR1528171	CIP	R
2129	ERR1528172	CIP	R
2130	ERR1528173	CIP	R
2131	ERR1528174	CIP	S
2132	ERR1528175	CIP	R
2133	ERR1528176	CIP	S
2134	ERR1528177	CIP	R
2135	ERR1528178	CIP	S
2136	ERR1528179	CIP	S
2137	ERR1528180	CIP	S
2138	ERR1528181	CIP	S
2139	ERR1528182	CIP	S
2140	ERR1528183	CIP	R
2141	ERR1528184	CIP	R
2142	ERR1528185	CIP	R
2143	ERR1528186	CIP	S
2144	ERR1528187	CIP	R
2145	ERR1528188	CIP	R
2146	ERR1528189	CIP	R
2147	ERR1528190	CIP	S
2148	ERR1528191	CIP	R
2149	ERR1528192	CIP	S
2150	ERR1528193	CIP	R
2151	ERR1528194	CIP	S
2152	ERR1528195	CIP	S
2153	ERR1528196	CIP	S
2154	ERR1528197	CIP	R
2155	ERR1528198	CIP	R
2156	ERR1528199	CIP	R
2157	ERR1528200	CIP	S
2158	ERR1528201	CIP	R
2159	ERR1528202	CIP	R
2160	ERR1528203	CIP	R
2161	ERR1528204	CIP	S
2162	ERR1528205	CIP	S
2163	ERR1528206	CIP	S
2164	ERR1528207	CIP	R
2165	ERR1528208	CIP	S
2166	ERR1528209	CIP	R
2167	ERR1528210	CIP	S
2168	ERR1528211	CIP	R
2169	ERR1528212	CIP	S
2170	ERR1528213	CIP	S
2171	ERR1528214	CIP	S
2172	ERR1528215	CIP	R
2173	ERR1528218	CIP	R
2174	ERR1528219	CIP	R
2175	ERR1528220	CIP	R
2176	ERR1528221	CIP	R
2177	ERR1528222	CIP	R
2178	ERR1528223	CIP	R
2179	ERR1528230	CIP	S
2180	ERR1528231	CIP	R
2181	ERR1528232	CIP	R
2182	ERR1528233	CIP	R
2183	ERR1528234	CIP	R
2184	ERR1528235	CIP	R
2185	ERR1528236	CIP	S
2186	ERR1528237	CIP	S
2187	ERR1528238	CIP	R
2188	ERR1528239	CIP	R
2189	ERR1528240	CIP	S
2190	ERR1528241	CIP	S
2191	ERR1528242	CIP	R
2192	ERR1528243	CIP	R
2193	ERR1528244	CIP	S
2194	ERR1528245	CIP	R
2195	ERR1528246	CIP	S
2196	ERR1528247	CIP	R
2197	ERR1528248	CIP	R
2198	ERR1528249	CIP	R
2199	ERR1528250	CIP	R
2200	ERR1528251	CIP	S
2201	ERR1528252	CIP	S
2202	ERR1528253	CIP	S
2203	ERR1528254	CIP	S
2204	ERR1528255	CIP	S
2205	ERR1528256	CIP	S
2206	ERR1528257	CIP	S
2207	ERR1528258	CIP	S
2208	ERR1528259	CIP	S
2209	ERR1528260	CIP	S
2210	ERR1528261	CIP	R
2211	ERR1528262	CIP	S
2212	ERR1528263	CIP	R
2213	ERR1528264	CIP	R
2214	ERR1528265	CIP	R
2215	ERR1528266	CIP	S
2216	ERR1528267	CIP	S
2217	ERR1528268	CIP	S
2218	ERR1528269	CIP	S
2219	ERR1528270	CIP	S
2220	ERR1528271	CIP	S
2221	ERR1528272	CIP	S
2222	ERR1528273	CIP	S
2223	ERR1528274	CIP	S
2224	ERR1528275	CIP	S
2225	ERR1528276	CIP	S
2226	ERR1528277	CIP	R
2227	ERR1528278	CIP	S
2228	ERR1528279	CIP	S
2229	ERR1528280	CIP	R
2230	ERR1528281	CIP	R
2231	ERR1528282	CIP	S
2232	ERR1528283	CIP	S
2233	ERR1528284	CIP	S
2234	ERR1528285	CIP	S
2235	ERR1528286	CIP	S
2236	ERR1528287	CIP	S
2237	ERR1528288	CIP	R
2238	ERR1528289	CIP	R
2239	ERR1528290	CIP	S
2240	ERR1528291	CIP	R
2241	ERR1528292	CIP	R
2242	ERR1528293	CIP	S
2243	ERR1528294	CIP	S
2244	ERR1528295	CIP	R
2245	ERR1528296	CIP	S
2246	ERR1528297	CIP	R
2247	ERR1528298	CIP	S
2248	ERR1528299	CIP	S
2249	ERR1528300	CIP	R
2250	ERR1528301	CIP	R
2251	ERR1528302	CIP	S
2252	ERR1528303	CIP	S
2253	ERR1528304	CIP	R
2254	ERR1528305	CIP	R
2255	ERR1528306	CIP	S
2256	ERR1528307	CIP	S
2257	ERR1528308	CIP	S
2258	ERR1528309	CIP	S
2259	ERR1528310	CIP	S
2260	ERR1528311	CIP	R
2261	ERR1528312	CIP	S
2262	ERR1528313	CIP	S
2263	ERR1528314	CIP	R
2264	ERR1528315	CIP	S
2265	ERR1528316	CIP	R
2266	ERR1528317	CIP	R
2267	ERR1528318	CIP	S
2268	ERR1528319	CIP	S
2269	ERR1528320	CIP	R
2270	ERR1528321	CIP	R
2271	ERR1528322	CIP	S
2272	ERR1528323	CIP	S
2273	ERR1528324	CIP	S
2274	ERR1528325	CIP	S
2275	ERR1528326	CIP	R
2276	ERR1528327	CIP	R
2277	ERR1528328	CIP	R
2278	ERR1528329	CIP	S
2279	ERR1528330	CIP	R
2280	ERR1528331	CIP	S
2281	ERR1528332	CIP	S
2282	ERR1528333	CIP	R
2283	ERR1528334	CIP	R
2284	ERR1549755	CIP	R
2285	ERR1549756	CIP	S
2286	ERR1549757	CIP	R
2287	ERR1549758	CIP	S
2288	ERR1549759	CIP	S
2289	ERR1549760	CIP	S
2290	ERR1549761	CIP	S
2291	ERR1549762	CIP	S
2292	ERR1549763	CIP	S
2293	ERR1549764	CIP	S
2294	ERR1549765	CIP	S
2295	ERR1549766	CIP	R
2296	ERR1549767	CIP	R
2297	ERR1549768	CIP	S
2298	ERR1549769	CIP	S
2299	ERR1549770	CIP	S
2300	ERR1549771	CIP	S
2301	ERR1549772	CIP	R
2302	ERR1549773	CIP	S
2303	ERR1549774	CIP	R
2304	ERR1549775	CIP	S
2305	ERR1549776	CIP	S
2306	ERR1549777	CIP	S
2307	ERR1549778	CIP	S
2308	ERR1549779	CIP	S
2309	ERR1549780	CIP	S
2310	ERR1549781	CIP	S
2311	ERR1549782	CIP	S
2312	ERR1549783	CIP	S
2313	ERR1549784	CIP	R
2314	ERR1549785	CIP	R
2315	ERR1549786	CIP	S
2316	ERR1549787	CIP	S
2317	ERR1549788	CIP	R
2318	ERR1549789	CIP	S
2319	ERR1549790	CIP	S
2320	ERR1549791	CIP	S
2321	ERR1549792	CIP	S
2322	ERR1549793	CIP	R
2323	ERR1555156	CIP	S
2324	ERR1555157	CIP	R
2325	ERR1555158	CIP	R
2326	ERR1555159	CIP	R
2327	ERR1555160	CIP	S
2328	ERR1555161	CIP	S
2329	ERR1555162	CIP	S
2330	ERR1555163	CIP	R
2331	ERR1555164	CIP	S
2332	ERR1555165	CIP	S
2333	ERR1555166	CIP	S
2334	ERR1555167	CIP	R
2335	ERR1555168	CIP	R
2336	ERR1555169	CIP	R
2337	ERR1555170	CIP	S
2338	ERR1555171	CIP	S
2339	ERR1555172	CIP	S
2340	ERR1555173	CIP	S
2341	ERR1555174	CIP	R
2342	ERR1555175	CIP	S
2343	ERR1555176	CIP	R
2344	ERR1555177	CIP	S
2345	ERR1555178	CIP	S
2346	ERR1555179	CIP	S
2347	ERR1555180	CIP	R
2348	ERR1555181	CIP	S
2349	ERR1555182	CIP	S
2350	ERR1555183	CIP	S
2351	ERR1555184	CIP	S
2352	ERR1555185	CIP	R
2353	ERR1555186	CIP	S
2354	ERR1555187	CIP	S
2355	ERR1555189	CIP	S
2356	ERR1555190	CIP	S
2357	ERR1555191	CIP	R
2358	ERR1555192	CIP	R
2359	ERR1555193	CIP	S
2360	ERR1555194	CIP	S
2361	ERR1555195	CIP	S
2362	ERR1555196	CIP	S
2363	ERR1555197	CIP	S
2364	ERR1555198	CIP	S
2365	ERR1555199	CIP	S
2366	ERR1555200	CIP	S
2367	ERR1555201	CIP	R
2368	ERR1555202	CIP	R
2369	ERR1555203	CIP	R
2370	ERR1555204	CIP	S
2371	ERR1555205	CIP	S
2372	ERR1555206	CIP	S
2373	ERR1555207	CIP	S
2374	ERR1555208	CIP	S
2375	ERR1555209	CIP	S
2376	ERR1555210	CIP	S
2377	ERR1555211	CIP	S
2378	ERR1555212	CIP	S
2379	ERR1555213	CIP	S
2380	ERR1555214	CIP	S
2381	ERR1555215	CIP	S
2382	ERR1555216	CIP	S
2383	ERR1555217	CIP	S
2384	ERR1555218	CIP	S
2385	ERR1555219	CIP	S
2386	ERR1555220	CIP	S
2387	ERR1555221	CIP	R
2388	ERR1555230	CIP	S
2389	ERR1555231	CIP	R
2390	ERR1555232	CIP	R
2391	ERR1555233	CIP	S
2392	ERR1555234	CIP	S
2393	ERR1555235	CIP	S
2394	ERR1555236	CIP	S
2395	ERR1555237	CIP	S
2396	ERR1555238	CIP	R
2397	ERR1555239	CIP	S
2398	ERR1555240	CIP	R
2399	ERR1555241	CIP	R
2400	ERR1555242	CIP	S
2401	ERR1555243	CIP	S
2402	ERR1555244	CIP	R
2403	ERR1555245	CIP	S
2404	ERR1555246	CIP	R
2405	ERR1555247	CIP	S
2406	ERR1555248	CIP	S
2407	ERR1555249	CIP	S
2408	ERR1560774	CIP	S
2409	ERR1560775	CIP	S
2410	ERR1560777	CIP	R
2411	ERR1560778	CIP	S
2412	ERR1560779	CIP	R
2413	ERR1560780	CIP	R
2414	ERR1560781	CIP	S
2415	ERR1560782	CIP	S
2416	ERR1560783	CIP	S
2417	ERR1560784	CIP	R
2418	ERR1560785	CIP	S
2419	ERR1560786	CIP	S
2420	ERR1560787	CIP	R
2421	ERR1560788	CIP	R
2422	ERR1560789	CIP	S
2423	ERR1560790	CIP	R
2424	ERR1560791	CIP	S
2425	ERR1560792	CIP	S
2426	ERR1560793	CIP	S
2427	ERR1560794	CIP	R
2428	ERR1560795	CIP	R
2429	ERR1560796	CIP	R
2430	ERR1560797	CIP	S
2431	ERR1560798	CIP	S
2432	ERR1560799	CIP	S
2433	ERR1560800	CIP	S
2434	ERR1560801	CIP	S
2435	ERR1560802	CIP	S
2436	ERR1560803	CIP	S
2437	ERR1560804	CIP	S
2438	ERR1560805	CIP	S
2439	ERR1560806	CIP	R
2440	ERR1560807	CIP	S
2441	ERR1560808	CIP	R
2442	ERR1560809	CIP	S
2443	ERR1560810	CIP	S
2444	ERR1560811	CIP	R
2445	ERR1560812	CIP	S
2446	ERR1560813	CIP	S
2447	ERR1560814	CIP	R
2448	ERR1560815	CIP	S
2449	ERR1560816	CIP	R
2450	ERR1560817	CIP	R
2451	ERR1560818	CIP	R
2452	ERR1560819	CIP	S
2453	ERR1560820	CIP	R
2454	ERR1560821	CIP	R
2455	ERR1560822	CIP	R
2456	ERR1560823	CIP	R
2457	ERR1560824	CIP	R
2458	ERR1560825	CIP	R
2459	ERR1560826	CIP	R
2460	ERR1560827	CIP	S
2461	ERR1560828	CIP	S
2462	ERR1560829	CIP	R
2463	ERR1560830	CIP	S
2464	ERR1560831	CIP	S
2465	ERR1560832	CIP	R
2466	ERR1560833	CIP	S
2467	ERR1560834	CIP	R
2468	ERR1560835	CIP	S
2469	ERR1560836	CIP	S
2470	ERR1560837	CIP	R
2471	ERR1560838	CIP	S
2472	ERR1560839	CIP	R
2473	ERR1560840	CIP	S
2474	ERR1560841	CIP	R
2475	ERR1560842	CIP	S
2476	ERR1560843	CIP	S
2477	ERR1560844	CIP	S
2478	ERR1560845	CIP	S
2479	ERR1560846	CIP	R
2480	ERR1560847	CIP	R
2481	ERR1560848	CIP	R
2482	ERR1560849	CIP	R
2483	ERR1560850	CIP	S
2484	ERR1560851	CIP	R
2485	ERR1560852	CIP	R
2486	ERR1560853	CIP	R
2487	ERR1560854	CIP	S
2488	ERR1560855	CIP	R
2489	ERR1560856	CIP	S
2490	ERR1560857	CIP	S
2491	ERR1560858	CIP	R
2492	ERR1560859	CIP	S
2493	ERR1560860	CIP	R
2494	ERR1560861	CIP	R
2495	ERR1560862	CIP	R
2496	ERR1560863	CIP	S
2497	ERR1560864	CIP	R
2498	ERR1560865	CIP	R
2499	ERR1560866	CIP	R
2500	ERR1560867	CIP	S
2501	ERR1560868	CIP	S
2502	ERR1560869	CIP	S
2503	ERR1560870	CIP	S
2504	ERR1560871	CIP	R
2505	ERR1560872	CIP	R
2506	ERR1560873	CIP	S
2507	ERR1560874	CIP	R
2508	ERR1560875	CIP	S
2509	ERR1560876	CIP	R
2510	ERR1560877	CIP	S
2511	ERR1560878	CIP	R
2512	ERR1560879	CIP	R
2513	ERR1560880	CIP	S
2514	ERR1560881	CIP	S
2515	ERR1560882	CIP	S
2516	ERR1560883	CIP	S
2517	ERR1560884	CIP	R
2518	ERR1560885	CIP	S
2519	ERR1560886	CIP	R
2520	ERR1560887	CIP	R
2521	ERR1560888	CIP	R
2522	ERR1560889	CIP	S
2523	ERR1560890	CIP	R
2524	ERR1560891	CIP	S
2525	ERR1560892	CIP	R
2526	ERR1560893	CIP	R
2527	ERR1560894	CIP	S
2528	ERR1560895	CIP	S
2529	ERR1560896	CIP	S
2530	ERR1560897	CIP	R
2531	ERR1560898	CIP	R
2532	ERR1560899	CIP	S
2533	ERR1560900	CIP	S
2534	ERR1560901	CIP	R
2535	ERR1560902	CIP	R
2536	ERR1560903	CIP	R
2537	ERR1560904	CIP	R
2538	ERR1560905	CIP	S
2539	ERR1560906	CIP	S
2540	ERR1560907	CIP	S
2541	ERR1560908	CIP	S
2542	ERR1560909	CIP	S
2543	ERR1560910	CIP	S
2544	ERR1560911	CIP	S
2545	ERR1560912	CIP	S
2546	ERR1560913	CIP	R
2547	ERR1560914	CIP	R
2548	ERR1560915	CIP	R
2549	ERR1560916	CIP	R
2550	ERR1560917	CIP	R
2551	ERR1560918	CIP	R
2552	ERR1560919	CIP	R
2553	ERR1560920	CIP	R
2554	ERR1560921	CIP	R
2555	ERR1560922	CIP	S
2556	ERR1560923	CIP	R
2557	ERR1560924	CIP	S
2558	ERR1560925	CIP	S
2559	ERR1560926	CIP	R
2560	ERR1560927	CIP	S
2561	ERR1560928	CIP	R
2562	ERR1560929	CIP	R
2563	ERR1560930	CIP	S
2564	ERR1560931	CIP	S
2565	ERR1560932	CIP	R
2566	ERR1560933	CIP	R
2567	ERR1560934	CIP	S
2568	ERR1560935	CIP	R
2569	ERR1560936	CIP	S
2570	ERR1560937	CIP	R
2571	ERR1560938	CIP	R
2572	ERR1560939	CIP	R
2573	ERR1560940	CIP	R
2574	ERR1560941	CIP	R
2575	ERR1560942	CIP	S
2576	ERR1560943	CIP	R
2577	ERR1560944	CIP	S
2578	ERR1560945	CIP	R
2579	ERR1560946	CIP	R
2580	ERR1560947	CIP	R
2581	ERR1560948	CIP	R
2582	ERR1560949	CIP	R
2583	ERR1560950	CIP	R
2584	ERR1560951	CIP	R
2585	ERR1560952	CIP	S
2586	ERR1560953	CIP	R
2587	ERR1602743	CIP	R
2588	ERR1602744	CIP	S
2589	ERR1602745	CIP	R
2590	ERR1602746	CIP	R
2591	ERR1602747	CIP	R
2592	ERR1602748	CIP	R
2593	ERR1602749	CIP	R
2594	ERR1602750	CIP	S
2595	ERR1602751	CIP	S
2596	ERR1602752	CIP	R
2597	ERR1602753	CIP	S
2598	ERR1602754	CIP	R
2599	ERR1602755	CIP	R
2600	ERR1602756	CIP	R
2601	ERR1602757	CIP	S
2602	ERR1602758	CIP	S
2603	ERR1602759	CIP	R
2604	ERR1602760	CIP	R
2605	ERR1602761	CIP	R
2606	ERR1602762	CIP	S
2607	ERR1602763	CIP	S
2608	ERR1602764	CIP	S
2609	ERR1602765	CIP	S
2610	ERR1602766	CIP	S
2611	ERR1602767	CIP	R
2612	ERR1602768	CIP	S
2613	ERR1602769	CIP	S
2614	ERR1602770	CIP	R
2615	ERR1602771	CIP	S
2616	ERR1602772	CIP	S
2617	ERR1602773	CIP	S
2618	ERR1602774	CIP	S
2619	ERR1602775	CIP	R
2620	ERR1602776	CIP	S
2621	ERR1602777	CIP	S
2622	ERR1602778	CIP	S
2623	ERR1602779	CIP	S
2624	ERR1602780	CIP	S
2625	ERR1602781	CIP	R
2626	ERR1602782	CIP	R
2627	ERR1602783	CIP	S
2628	ERR1602784	CIP	R
2629	ERR1602785	CIP	R
2630	ERR1602786	CIP	R
2631	ERR1602787	CIP	R
2632	ERR1602788	CIP	S
2633	ERR1602789	CIP	R
2634	ERR1602790	CIP	R
2635	ERR1602791	CIP	R
2636	ERR1602792	CIP	R
2637	ERR1602793	CIP	R
2638	ERR1602794	CIP	R
2639	ERR1602795	CIP	S
2640	ERR1602796	CIP	R
2641	ERR1621696	CIP	S
2642	ERR1621697	CIP	S
2643	ERR1621698	CIP	S
2644	ERR1621699	CIP	S
2645	ERR1621700	CIP	R
2646	ERR1680296	CIP	R
2647	ERR1680297	CIP	R
2648	ERR1680298	CIP	R
2649	ERR1680313	CIP	S
2650	ERR1680315	CIP	S
2651	ERR1764360	CIP	R
2652	ERR9837139	CIP	R
2653	ERR9837140	CIP	R
2654	ERR9837141	CIP	S
2655	ERR9837142	CIP	R
2656	ERR9837143	CIP	S
2657	ERR9837144	CIP	R
2658	ERR9837145	CIP	S
2659	ERR9837146	CIP	S
2660	ERR9837147	CIP	S
2661	ERR9837148	CIP	R
2662	ERR9837149	CIP	S
2663	ERR9837150	CIP	R
2664	ERR9837151	CIP	R
2665	ERR9837152	CIP	S
2666	ERR9837153	CIP	S
2667	ERR9837154	CIP	S
2668	ERR9837155	CIP	S
2669	ERR9837156	CIP	S
2670	ERR9837157	CIP	R
2671	ERR9837158	CIP	R
2672	ERR9837159	CIP	R
2673	ERR9837160	CIP	S
2674	ERR9837161	CIP	R
2675	ERR9837162	CIP	S
2676	ERR9837163	CIP	R
2677	ERR9837164	CIP	S
2678	ERR9837165	CIP	S
2679	ERR9837166	CIP	S
2680	ERR9837167	CIP	S
2681	ERR9837168	CIP	S
